,Title,Authors,Topic,Category,Fiscal Year,Date Published,Abstract,URL,DatascopeTopic,DatascopeSubtopic,country
164,Building Competitive Green Industries:  The Climate and Clean Technology Opportunity for Developing Countrie,World Bank Group,Competitive Sectors,Climate/green,2015,2014-10-01 00:00:00,"Climate change will have its largest impacts on developing countries, with poor populations particularly hard hit and unable to adequately adapt. There is an opportunity for developing countries to pursue a complementary approach, emphasizing building up the capabilities of local firms to participate in the business opportunities surrounding climate change. Climate change therefore represents an opportunity for developing countries to build local green industries that can drive sustainable economic growth and provide environmental benefits. This report offers insight to policy makers and other stakeholders seeking to develop competitive green industries in developing countries. It provides an overview and estimate of the market opportunity for climate and clean technology business in developing countries over the coming decade. It identifies which aspects of these markets are most accessible to local firms and to small and medium enterprises (SMEs) in particular. Using a newly gathered set of firm data, it identifies which parts of the value chain are already being targeted by local industry. Finally, it provides a set of actions that can be considered for countries that intend to build up local green industries.",https://openknowledge.worldbank.org/handle/10986/20684,Trade,Competition and Competition Policy,
165,The Competition Policy Advocacy Awards: Changing Mindsets to Transform Markets ,World Bank Group,Trade,Competition policy,2015,2014-10-01 00:00:00,"The Competition Policy Advocacy Contest's aim is to showcase the positive results for consumers, businesses, and overall economic growth generated by forward-leaning policies aimed at thwarting anti-competitive behaviors. In early 2014, the Bank Group announced the winners of the first contest. They were chosen from among a strong- and highly competitive field of contenders. The Arab Republic of Egypt, Chile, Colombia, and Pakistan were selected as winners in one of several categories emphasizing varying aspects of competition policy. Honorable mentions went to competition agencies in El Salvador, Mexico, Moldova, South Africa, and Turkey.",https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?sq=%7B%22k%22%3A%22competition%20policy%20advocacy%20awards%22%2C%22rf%22%3A%5B%5D%2C%22pg%22%3A1%2C%22sb%22%3A%22Rank%22%2C%22so%22%3A%221%22%2C%22pr%22%3A%2210%22%2C%22dt%22%3A%5B%5D%2C%22s,Innovation; Economy,Entrepreneurship; Gender,
166,Supporting Growth-Oriented Women Entrepreneurs:  A Review of the Evidence and Key Challenges ,Xavier Cirera; Qursum Qasim,Innovation & Entrepreneurship,Entrepreneurship; Gender,2015,2014-09-01 00:00:00,"In recent years, support programs for women entrepreneurs have gained traction and prominence as a means to create jobs and boost productivity at the national and regional levels. However, disparities in initial resource endowments of male and female-led firms, sector sorting into low productivity activities, social norms, and institutional arrangements, constrain the growth of female-led enterprises. This note reviews the outcomes of programs supporting female growth entrepreneurs and draws lessons from available evidence to inform the design of more effective programs. The review shows that most programs are primarily geared toward microenterprises, making it difficult to draw conclusions about program design for growth-oriented entrepreneurs, but some early findings point the way forward. Management practices appear to improve as a result of business education, but there is little robust evidence to prove that support programs lead to significant improvements in business performance outcomes. Furthermore, in programs with both male and female participants, firm performance improves in some cases for male-led firms only, not for female-led firms. The note concludes by suggesting the need for more experimentation in the design and delivery of services and a new focus on strengthening the engendering of support programs to more specifically address gender-specific constraints such as social norms, entrepreneurial preferences, and institutional arrangements, changing public discourse, and paying more attention to factors that induce female entrepreneurs to diversify into higher value-added activities. Offering mentoring, networking, and other consulting services, in addition to education on basic business practices and strengthening critical areas such as gender-specific content, can potentially increase the effectiveness of these programs.",https://openknowledge.worldbank.org/handle/10986/23654,Innovation; Investment; Economy,Entrepreneurship; Risk and Policy Uncertainty; Private Sector Investment,
167,Investment climate reforms and job creation in developing countries:  What do we know and what should we do? ,Aminur Rahman,Investment Climate,Business environment; Investment policy; Jobs,2015,2014-09-01 00:00:00,"This paper reviews the literature on the role of the investment climate reforms in job creation. It finds that the current landscape of employment and private sector activity in developing countries indicates a number of potential channels through which investment climate reforms can positively affect job creation. However, rigorous empirical evidence is scarce and most of the relevant studies focus on business entry reforms with a few focusing on business taxation and investment promotion activities. Overall, there is evidence of job creation through business entry, tax reforms, and investment promotion activity in developing countries. Almost all of these evidences are from quasi-experimental studies that are significant improvements over conventional cross-country or cross-section panel data analysis. Still, various endogeneity concerns in these studies cannot be ruled out completely. In assessing job effects, future research should provide deeper insights on the gross versus net and short-run versus long-run job effects and general equilibrium effects of various investment climate reforms related to jobs, productivity, competition, and other developmental outcomes. Another critical agenda for future research is to shed light on which investment climate reforms matter most for spurring the employment and productivity growth of firms in developing countries. The World Bank Group, in partnership with development partners and client government countries, can play a significant role in bridging the current knowledge gap by integrating rigorous evaluation as an integral part of project design and implementation, and improving data quality, particularly through its information and communication technologies-led private sector development reform initiatives.",https://openknowledge.worldbank.org/handle/10986/20335,Investment; Innovation,Cost of Operations; Entrepreneurship,India
168,Agribusiness Incubator at ICRISAT: India Case Study,World Bank Group,Innovation & Entrepreneurship,Agribusiness; SMEs,2014,2014-08-01 00:00:00,"The agribusiness incubator in the state of Andhra Pradesh in India is the result of a partnership between the Indian government and an international crop-research organization that is a member of CGIAR, a global partnership of organizations seeking a food-secure future. As the incubator has developed, it has become relatively independent of its founders, the International Crops Research Institute for the Semi-Arid Tropics (ICRISAT) and the Indian government s Department of Science and Technology. From supporting small businesses that can bring new agricultural research and technology to market, ABI has become an incubator of incubators, and is now helping African incubators follow its model.",https://openknowledge.worldbank.org/handle/10986/20105,Investment; Innovation,Cost of Operations; Entrepreneurship,Indonesia
169,Bogor Agricultural University Agribusiness and Agroindustry Incubator: Indonesia Case Study,World Bank Group,Innovation & Entrepreneurship,Agribusiness; Entrepreneurship,2015,2014-08-01 00:00:00,"The incubator for agribusiness and agroindustry at Bogor agricultural university, Indonesia (IAA-IPB) assists during three stages in the incubation process: early incubation (mentoring creative ideas, assisting in evaluation of market prospects, defining, and outsourcing technology needs);incubation (helping production begin); and post-graduation (consulting on business plan revision and facilitating access to financial resources and a market network for new products and new technology implementation). The utmost attention must be paid to incubatees during both the selection process and the incubation period, in order to ensure that they grow and are successful. One-to-one interaction with the incubatees is necessary to understand problems and special needs and to help find solutions. In addition, incubators are advised to maintain relations with successful graduates. One will continue to need assistance, one will be able to assist the incubator by being role models to new incubatees, and represent a potential source of income for the incubator through profit sharing or equity investment. The incubator facility at Darmaga campus near Bogor in 2011 inaugurated a new building with a pilot plant and space for 14 resident incubatees. New equipment was procured with funding from the government. Facilities include sharing of other IPB facilities such as a food processing plant, workshops, and laboratories.",https://openknowledge.worldbank.org/handle/10986/20104,Innovation; Investment,Entrepreneurship; Cost of Operations,Brazil
170,CENTEV/UFV Technology Incubator: Brazil Case Study,World Bank Group,Innovation & Entrepreneurship,Entrepreneurship; Agribusiness,2015,2014-08-01 00:00:00,"A professor at Brazil's prestigious Federal University of Vicosa saw a need on campus for an incubator to support technologically-oriented businesses, including agribusinesses. This resulted in the CENTEV Technology Incubator, which is partially funded by the university but which also receives state and private grants. Its function is to nurture entrepreneurs to develop viable technology based businesses by providing them with management assistance and augmenting their technical capabilities with expert academic advice. The incubator s 24 graduates are still in business, with average revenues of $2.5 million a year.",,Innovation; Innovation,Entrepreneurship,Chile
171,Fundación Chile Incubator: Chile Case Study,World Bank Group,Innovation & Entrepreneurship,Innovation; Entrepreneurship,2015,2014-08-01 00:00:00,"Foundation Chile was created in 1976 as a nonprofit governed jointly by the Chilean government and a large American conglomerate. It proactively introduces technology innovations and develops companies in target industries including agribusiness, marine resources, forestry, environment and chemical metrology, human capital, and information and communication technologies. Among its successes have been a new method for packaging beef that enables ranchers to export it more easily, and introducing raspberries, blueberries, oysters and salmon farming for profitable overseas markets.",,Innovation; Investment,Entrepreneurship; Cost of Operations,Mexico
172,Fundación Jalisco Incubator: Mexico Case Study,World Bank Group,Innovation & Entrepreneurship,Entrepreneurship; Agribusiness,2015,2014-08-01 00:00:00,"After hearing of the success of Fundacion Chile, the governor of the Mexican state of Jalisco sought to recreate the foundation locally. The result is Fundacion Jalisco, which seeks to import successful business models to small farmers in Jalisco. For its first project, the Fundacion imported high-yield blueberry plants from the United States, started a nursery, and gave the plants to local farmers who were capable of growing them successfully. The farmers deliver their berry harvest to the foundation, which packages and sells it throughout Mexico and overseas in the United States and the United Kingdom. The venture has been highly profitable for all concerned, and the foundation is now seeking to diversify into value-added products such as olive oil and cheese. The foundation relies on a combination of state funding and private investment.",https://openknowledge.worldbank.org/handle/10986/20103,Innovation; Investment,Entrepreneurship; Cost of Operations,Mozambique
173,TechnoServe: Mozambique Case Study,World Bank Group,Innovation & Entrepreneurship,Entrpreneurship; Agribusiness,2015,2014-08-01 00:00:00,"The innovative approaches and methods that Technoserve Mozambique (TnsMz) has pioneered have become best practice templates for other Tns country operations and, indeed, best practice templates within Mozambique itself, where TnsMz's successes in the cashew, banana, and poultry industries are notably successful. Tns offers no centralized facilities for practicing and refining business skills, but rather serves its clients where one do business, in the rural areas where crops and animals grow. However, it frequently creates partnerships with industry leaders using sites to demonstrate and or train new market entrants in best practices for processing, marketing, logistic management, and quality control. Its programs are designed to stimulate investment, job creation, and local economic activity within commodity-oriented agribusiness sectors, which typically afford only thin profit margins. TnsMz provides incentives in the form of grants or matching grants to change behavior and to introduce new technologies within farm-to-market chains. In this context, this report presents summary, background and context, strategic vision, mission, and targets, TnsMz's distinctive features, brand, and market position, approach to incubation, business model, staffing, network partners, current portfolio strategies, achievements, critical success factors, lessons learned and implications for agribusiness incubators, and future goals.",https://openknowledge.worldbank.org/handle/10986/20111,Innovation,Entrepreneurship,South Africa
174,Timbali Technology Incubator: South Africa Case Study,World Bank Group,Innovation & Entrepreneurship,SMEs; Agribusiiness,2015,2014-08-01 00:00:00,"Timbali technology incubator in the Mpumalanga region of South Africa seeks to help rural farmers whose livelihood has been undercut by high-volume large farms. Supported by government financing and fee-based services, Timbali is largely based on a franchise model. Its clients supply cut flowers to Amablom, Timbali's commercial arm. Individual clients can begin generating revenue almost immediately. Timbali helps clients both onsite and off, training them in business methods and helping find loans to get started. It is helping clients expand into other product lines and value-added food processing, and plans to export its model into other parts of South Africa. In this context, this report presents summary, background and context, strategic vision, mission, and targets, Timbali's distinctive features, brand and market position, approach to incubation, institutional set-up, business model, staffing, outcomes and conclusions, critical success factors, lessons learned and implications for agribusiness incubators, and future goals.",https://openknowledge.worldbank.org/handle/10986/20108,Innovation,Entrepreneurship,Uganda
175,Uganda Industrial Research Institute: Uganda Case Study,World Bank Group,Innovation & Entrepreneurship,SMEs; Agribusiiness,2015,2014-08-01 00:00:00,"The Uganda industrial research institute (UIRI), a traditional incubator run by the government, has made a significant impact by locating value-added processing systems from its Kampala headquarters into farmer communities. While the model lacks the necessary innovation development, UIRI offers small and medium enterprise (SME) clients in these regions the opportunity to expand personal income and existing businesses through local market development and value-added food processing. At the same time, however, UIRI's traditional incubator has been challenged to graduate incubatees who do not have the financial resources to stand on their own. UIRI has revised its mandate, purpose, and organizational structure to better address its mission and the country s industrial development strategies. This has resulted in a more dynamic, flexible, and responsive organization geared towards: (a) technology development and transfer; (b) business development services; (c) industrial services; (d) pilot plants and prototyping; and (e) UIRI millennium science initiative (MSI).",https://openknowledge.worldbank.org/handle/10986/20112,Innovation,Entrepreneurship,India
176,Villgro Incubator: India Case Study,World Bank Group,Innovation & Entrepreneurship,Entrepreneurship ,2015,2014-08-01 00:00:00,"Villgro is a business incubator with a unique rural orientation. It concerns itself not only with the launch of new businesses but more generally with the transfer of new products, knowledge, and services into rural space. Faced with the challenge of finding technologies that match rural requirements, Villgro has linked marketable product and service concepts from diverse sources with entrepreneurs who have start-up experience - so-called serial entrepreneurs. Other incubators may have difficulty imitating Villgro's business model. The conditions for its development are unique, its management approaches are relatively untested, and the values of its management team are deeply intertwined with perceptions of how the rural business system operates in India. However, other startup incubators can learn from Villgro the importance of getting management basics right before attempting to transform an entire agricultural sector. Good governance, transparency, accountability, building teams around highly capable employees, and continuously enhancing management skills are important no matter the strategic orientation of the emerging incubator.",https://openknowledge.worldbank.org/handle/10986/20110,Investment,Entry and Investment,
177,New Voices in Investment:  A Survey of Investors from Emerging Countries,Laura Gomez Mera; Thomas Kenyon; Yotam Margalit; Jose Reis; Gonzalo Varela  ,Investment Climate,FDI,2015,2014-08-01 00:00:00,"One out of every three dollars invested abroad in 2012 was originated in multinationals from developing countries. This study sheds light on the characteristics, motivations, strategies, and needs of emerging market investors. By including information on investors, potential investors, and non-investors, the study identifies differentiating factors among them that are associated with investment decisions. Results show that emerging market investors are active players in international trade markets; they operate predominantly in manufacturing, and are publicly listed and larger than non-investors. They exhibit a strong regional bias: they invest more heavily in neighbors and in other countries in their own regions. Outward FDI from emerging markets is primarily market-seeking. Expanding regional and host markets emerged as the most important factor influencing the location of investments. However, emerging markets' firms face binding costs of investing in distant, culturally dissimilar markets, resulting, in practice in a trade-off between market size and market familiarity. Transaction costs associated with geographical and cultural differences have a greater impact on services sector firms that exhibit a stronger regional bias. Bilateral investment treaties (BITs) partly offset these costs associated with investing in faraway and/or unfamiliar markets. In addition, international trade agreements increase the perceived attractiveness of a host country to potential investors. Political factors constitute binding constraints that deter emerging markets' firms from investing in developing markets. Yet, investors value political stability and transparency more than corruption control, fair and regular elections, and risk of expropriation in the host country. IPAs play only a marginal role in raising awareness of investment opportunities in developing countries, and may be particularly ineffective in many African countries. Nevertheless, IPAs appear to be a widely used and useful resource for investors once they have made the decision to enter a specific market. IPA services tend to be more valuable for smaller and less productive firms. Overall, the new TNCs from emerging economies do not appear to differ dramatically from their predecessors from developed and developing countries in previous waves of OFDI. Results suggest that to attract FDI from emerging economies, countries need to maintain market-friendly, liberal trade and investment policies. In addition, joining international trade and investment agreements can be benefitial to reduce transaction costs associated with cross border investment. Countries also need to provide a stable and predictable political and institutional environment. Last and not least, it is important to revamp IPAs and increase their effectiveness in raising awareness of investment opportunities and meeting investors' needs.",https://openknowledge.worldbank.org/handle/10986/20605,Investment; Investment,Entry and Investment; Cost of Operations,
178,Investment Promotion:  A Guide to Investor Targeting in Agribusiness,World Bank Group,Investment Climate,FDI; Agribusiness,2015,2014-08-01 00:00:00,"This toolkit serves as a guide to help project leaders in working with client governments to attract concrete agribusiness investments that create jobs, reduce poverty, and develop value chains in an environmentally and socially sustainable way. However, the toolkit can be used by anyone working to attract sustainable private investment to a developing a country s agribusiness sector. These may be public officials, development organization staff, or consultants working in investment promotion, industrial development, or general economic development. Borrowing heavily from lessons learned in Bank Group projects, this toolkit helps project leaders to develop and execute actual targeting campaigns, by providing a step-by-step guide and, through the appendices, practical tools for implementation. The tools are in the form of templates, research resources, and examples of materials for investors. The toolkit is divided into four chapters corresponding to four essential steps in the targeting process. They are: step 1) understanding the context for a sector targeting campaign (also known as scoping); step 2) identifying competitive subsectors that might be best placed to attract new investments (also known as a sector scan); step 3) planning a targeting campaign aimed at the selected subsectors; and step 4) executing a targeting campaign and following up. This toolkit is designed in a way to take the reader directly to one of thirty four appendices.",https://openknowledge.worldbank.org/handle/10986/21720,Trade; Trade,Connectivity; Connectivity,
179,"Food prices, road infrastructure, and market integration in central and eastern Africa ",Paul Brenton; Alberto Portugal-Perez; Julie Regolo,Trade,Connectivity; regional integration,2015,2014-08-01 00:00:00,"Market integration is key to ensuring sufficient and stable food supplies. This paper assesses the impediments to market integration in Central and Eastern Africa for three food staples: maize, rice, and sorghum. The paper uses a large database on monthly consumer prices for 150 towns in 13 African countries and detailed data on the length and quality of roads linking the towns. The analysis finds a substantial effect of distance and share of paved road on the level of market integration, as measured by relative prices. Furthermore, the paper evaluates the additional domestic and cross-border impediments to market integration in the region and represents them on a regional map. The analysis finds heterogeneous levels of domestic market integration across countries and significant ""border effects"" for the majority of contiguous countries in the sample, which reveal that markets are more integrated within than between countries. Countries that are members of the same regional trade agreement have substantially ""thinner"" borders with other members. Finally, the analysis shows that countries with less integrated domestic markets and ""thicker"" borders with their neighbors also have a higher prevalence of food insufficiency. These findings support policy efforts in tackling domestic and border impediments to transactions such as reforming customs, simplifying nontariff measures, addressing corruption, improving the quality of roads, and deepening regional trade agreements.",https://openknowledge.worldbank.org/handle/10986/19340,Innovation; Innovation,Entrepreneurship; Entrepreneurship,
180,"Debt Resolution and Business Exit:  Insolvency Reform for Credit, Entrepreneurship, and Growth ","

Menezes, Antonia",,Business environment; Entrepreneurship ,2015,2014-07-01 00:00:00,"Examines literature that quantifies the impact of effective insolvency regimes and reforms and identifies associated benefits: lower cost of credit, increased availability of credit, increased returns to creditors, job preservation, entrepreneurship, and other benefits for small firms.  ",https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=20217214,Economy,Economic and Social Context,
181,Distributed Private Energy Projects: Supporting Electrification Goals in Low-Income Countries ,"Moreno, Alejandro; Desai, Vyjayanti",,Health/Education/Energy,2015,2014-07-01 00:00:00,"Discusses models for the alternative private supply of power, the conditions when each is appropriate, and the financial and regulatory support that can attract investment for these projects.",https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=20217766,Investment,Cost of Operations,
182,Food Safety Standards: Economic and Market Impacts in Developing Countries ,"Unnevehr, Laurian J.; Ronchi, Loraine",,Agribusiness,2015,2014-07-01 00:00:00,Discusses evidence of the economic impacts of private firms and public agencies complying with food safety standards and also of the impact of technical assistance in achieving compliance.,https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=26718096,Innovation,Entrepreneurship,Tanzania
183,Paving the way for ICT growth through business incubation in Tanzania: an outcome assessment of infoDev-supported Dar Teknohama Business Incubator in Tanzania ,World Bank Group,Innovation & Entrepreneurship,Entrepreneurship,2015,2014-07-01 00:00:00,"Business incubation can be a valuable tool for stimulating the startup and growth of new enterprises. Successful incubators accelerate the growth of their client businesses as compared to new or small businesses operating independently. They do this by providing advice and guidance, and by leveraging linkages to a wide range of innovation and entrepreneurship stakeholders that expand the entrepreneur’s access to the knowledge, networks, capital, and markets he or she needs to start and grow the business.",https://www.infodev.org/infodev-files/paving_the_way_for_ict_growth_through_business_incubation_in_tanzania.pdf,Trade; Trade,Connectivity; Connectivity,
184,Integrating border regions:  Connectivity and competitiveness in South Asia,Massimiliano Cali; Thomas Farole; Charles Kunaka; Swarnim Wagle,Trade,Connectivity; regional integration,2015,2014-07-01 00:00:00,"Deeper regional integration can be beneficial especially for regions along international borders. It can open up new markets on opposite sides of borders and give consumers wider access to cheaper goods. This paper uses data from five contiguous districts of India, Nepal, and Bangladesh in the northeast of the subcontinent to measure the degrees of trade complementarity between districts. The paper illustrates that the regions are underexploiting the potential of intraregional commerce. Price wedges of up to 90 percent in some important consumption products along with measures of complementarity between households' production and consumption suggest the potential for relatively large gains from deeper trade integration. Furthermore, an examination of a specific supply chain of tea highlights factors that help industries scale up, aided by institutions such as an organized auction and decent physical and legal infrastructure. However, districts alike in geography but located across international boundaries face different development prospects, suggesting that gains from reduced ""thickness of borders"" would not accrue automatically. Much rests on developing intrinsic industry competitiveness at home, including the reform of regulatory and business practices and infrastructural bottlenecks that prevent agglomeration of local economies.",https://openknowledge.worldbank.org/handle/10986/19390,Investment,FCS Investment Trends,
185,Public-Private Dialogue in Fragile and Conflict-Affected Situations: Experiences and Lessons Learned,"Utterwulghe, Steve; Hussein, Maha; Gjerloeff, Mette; Steele, Patricia; Kim, Eunice; Wares, Jason ",,PPD; Fragile and conflict,2014,2014-06-01 00:00:00,Documents the findings of a survey and interviews of World Bank Group project leaders with experience implementing PPD projects in more than 30 countries.  ,https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=20289386,Economy; Sectors,Economic Outcomes; Climate Competitiveness,
186,Low-Carbon Zones: A Practitioner's Handbook ,"Han-koo Yeo; Etienne
Kechichian",,SEZs; Climate/green,2014,2014-05-01 00:00:00,Draws heavily on lessons learned from an innovative Bangladesh project that inspired an approach for transforming export processing zones into more environmentally friendly low-carbon zones. ,https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=20193042,Investment; Investment,Entry and Investment; FCS Investment Trends,
187,Promoting Foreign Investment in Fragile and Conflict-Affected Situations,"Griffin, Carlos Roberto; Whyte, Robert",,FDI; Fragile and conflict,2014,2014-04-01 00:00:00,Provides guidance for policymakers and promoters in recovering economies on how to bring investment opportunities to fruition and highlights recent sector data on foreign investment in these situations.  ,https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=20272410,Investment,Cost of Operations,
188,Food Safety Toolkit,Selma Rasavac-Avdagic; Florentin Blanc,,Agribusiness,2014,2014-03-01 00:00:00,"Offers reformers a set of tools and helps them assess the market potential, build capacity, and assist in mitigating barriers to development in food safety. ",https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=20275663,Trade,Connectivity,
189,East African Community Common Market Scorecard 2014 ,"Echandi, Roberto; K'Ombudo, Alfred Ombudo; Kusek, Peter; Polanco Lazo, Rodrigo Javier; ",,Connectivity/regional integration,2014,2014-01-01 00:00:00,"Assesses progress toward the development of a common market in capital, services, and goods across the partner states of the East African Community—Burundi, Kenya, Rwanda, Tanzania, and Uganda.",https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=23861405,Innovation,Entrepreneurship,
190,Little Data Book on Private Sector Development 2014 ,World Bank Group,,Business environment,2014,2014-01-01 00:00:00,"Provides data for key indicators on business environment and private sector development in a single page for each of the World Bank member countries and other economies with populations of more than 30,000.",https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=19591440,Innovation,Entrepreneurship,
191,Enabling Private Sector Feedback on Public Services through Mobile Devices ,"Wille, John R.; Roberts, Courtney S.",,Business environment,2014,2014-01-01 00:00:00,"Outlines considerations for governments in implementing mobile data collection as a means for citizens to provide immediate feedback on public services, thus allowing public agencies to quickly identify and respond to issues, obtain suggestions, and communicate their reform progress.",http://documents.worldbank.org/curated/en/394101468339650346/Enabling-private-sector-feedback-on-public-services-through-mobile-devices-lessons-from-recent-international-experience,Investment,Cost of Operations,
192,Public-Private Dialogue for Specific Sectors: Agribusiness ,"Fall, Birima; Ivanovic, David; Utterwulghe, Steve Denis Jean",,PPD; Agribusiness,2014,2014-01-01 00:00:00,"Focuses on PPD as an engagement mechanism to support agribusiness and help ensure that issues such as governance, transparency, inclusiveness, and supply chain linkages are addressed to benefit investors, governments, and local communities. ",https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=20217605,,,
193,Public-Private Dialogue for Specific Sectors: Extractive Industries ,"Utterwulghe, Steve Denis Jean",,PPD,2014,2014-01-01 00:00:00,Focuses on PPD to support the extractive industries and help ensure that natural resources can contribute positively to economic development by engaging stakeholders along the industries’ value chain. ,https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=20217268,Investment; Sectors,Entry and Investment; Tourism,
194,Global Investment Promotion Best Practices: Winning Tourism Investment ,"Di Fiori, Valeria; Nevill, Hermione Louise Tara; Perrottet, John Gerard; Whyte, Robert",,FDI; Tourism,2014,2013-12-01 00:00:00,Provides guidance on how investment promotion agencies can improve their investment facilitation services to tourism investors with a focus on attracting long-term growth businesses in the sector. ,https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=20289134,Investment,Entry and Investment,
195,Employing Skilled Expatriates ,"De Smet, Dieter J; ",,FDI,2014,2013-11-01 00:00:00,Analyzes the skilled immigration regime relevant for foreign direct investment across 93 economies to provide comparable information about this regulatory space.,,Investment,Entry and Investment,
196,Starting a Foreign Investment across Sectors,"De La Medina Soto, Christian; Ghossein, Tania; ",,FDI,2014,2013-11-01 00:00:00,"Analyzes 103 economies to identify which countries pose the greatest barriers to foreign companies trying to enter their markets, such as equity ownership restrictions on foreign investors and procedural barriers to establishing foreign-owned subsidiaries.",,Investment,Entry and Investment,
197,Arbitrating and Mediating Disputes ,Sophie Pouget,,FDI,2014,2013-10-01 00:00:00,"Assesses the legal and institutional framework for commercial arbitration, mediation, and conciliation regimes in 100 economies, identifying several opportunities for improvement, such as greater flexibility for domestic arbitration regimes, faster arbitration proceedings, and better domestic court capabilities.",,Investment,Entry and Investment,
198,Converting and Transferring Currency  ,John Anderson,,FDI,2014,2013-09-01 00:00:00,"Benchmarks foreign exchange restrictions to foreign direct investment across 98 economies and notes areas for regulatory reform that could be considered across economies, depending on country-specific conditions and the macroeconomic context of potential foreign exchange reforms.",,Innovation,Entrepreneurship,
199,Introducing a Risk-based Approach: How to Build a Risk Matrix to Classify Enterprises or Activities ,"Blanc, Florentin; Franco-Temple, Ernesto",,Business regulation,2014,2013-08-01 00:00:00,"Offers guidance for practitioners developing risk matrices to classify establishments and adapt business regulations accordingly, which supports an effective, efficient use of resources and minimizes the administrative burden. ",,,,
200,Quick Guides to Integrating Public-Private Dialogue,Latest version available (January 2016),,PPD,2014,,"A set of four modules on scoping, stakeholder mapping, communications, and PPD in fragile and conflict-affected situations, provide an overview and necessary tools to integrate PPD into private sector development projects.",,Economy,Economic and Social Context,
201,Private Health Policy Toolkit: Tools for Engaging the Private Health Sector (also available in French) ,"Harding, April L.; Preker, Alexander S.; Brunner, Bettina Marie; Beciu, Hortenzia; Majwi, Tazim; Ojo, Ifelayo Peter; Spreng, Connor P.; Olayo, Bernard O.; Coarasa, Jorge A.; Rogo, Khama Odera; Waty, Marie-Odile H.; Fruman, Cecile; Featherston, Scott Douglas; Herzberg, Benjamin; Berman, Peter A.",,Health/Education/Energy,2013,2013-06-01 00:00:00,"Compile previously unavailable resources and outline opportunities for policymakers and practitioners in developing, engaging, and supporting a well-managed and effectively regulated private health sector. ",https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=26912212,Economy,Economic and Social Context,South Africa
202,Feed-in Tariffs or Auctions? Procuring Renewable Energy Supply in South Africa ,"Gassner, Katharina B.; Maurer, Luiz T. A.; Pickering, Mark; Whittaker, Sean",,Health/Education/Energy,2013,2013-04-01 00:00:00,"Looks at the country’s recent experience, first exploring feed-in tariffs and then turning to competitive tenders, resulting in encouraging initial outcomes. ",https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=17760157,Innovation,Entrepreneurship,
203,Implementing a Shared Inspection Management System: Insights from Recent International Experience,"Wille, John; Blanc, Florentin",,Business regulation,2013,2013-04-01 00:00:00,Summarizes the experiences and provides research insights from 12 jurisdictions and helps identify emerging best practices in the development of shared inspections management capabilities.,http://documents.worldbank.org/curated/en/190851468152706158/Implementing-a-shared-inspection-management-system-insights-from-recent-international-experience,Economy,Economic and Social Context,
204,Small-Scale Generation: Issues in Standardizing Power Purchase Agreements ,"Ferrey, Steven; Moreno, Francisco Alejandro",,Health/Education/Energy,2013,2013-03-01 00:00:00,Discusses key considerations in designing a standardized agreement for a small power producer program.,https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=17760146,Investment,Entry and Investment,
205,Global Investment Promotion Best Practices 2012: Seizing the Potential for Better Investment Facilitation in the Middle East and North Africa,"Robert Whyte, Valeria Di Fiori, Francisco Alvarez-Roca, Bin Zhai",,FDI,2013,2013-02-01 00:00:00,Presents well-timed and useful insights into the capacities of investment promotion intermediaries to perform their key function of facilitating investments. ,https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=17647714,,,Rwanda
206,Innovative techniques to evaluate the impact of private sector development reforms: An approach to Rwanda and 11 other countries ,"Sachin Gathani, Massimiliano Santini, Dimitri Stoelinga",,Impact evaluation,2013,2013-02-01 00:00:00,Summarizes the results and implications of a study applying two methodologies to measure ex-post the impact of policy reforms. ,https://www.researchgate.net/publication/315516764_Innovative_techniques_to_evaluate_the_Impact_of_private_sector_development_reforms_An_application_to_Rwanda_and_11_other_countries,Innovation,Entrepreneurship,
207,Reforming Business Registration: A Toolkit for Practitioners ,Aminur Rahman,,Business environment,2013,2013-01-01 00:00:00,Provides a systematic analysis of reform options and the fundamentals of international good practice for policymakers and practitioners implementing business registration reform.,https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=18811835,Innovation,Entrepreneurship,
